,BC_ID,H_0,H_24,H_48,H_72,H_96,Mut_ID,Strain,Environment
287,3061,-4.776866575,-5.598090289,-5.079974315,-5.682817516,-5.499533914,680,DivAnc,SC_3.0
288,3062,-5.129049093,-5.966067075,-6.159155561,NA,-6.344631954,395,DivAnc,SC_3.0
289,3066,NA,NA,NA,-6.460968767,NA,252,DivAnc,SC_3.0
290,3087,NA,-6.443188329,NA,NA,-6.344631954,353,DivAnc,SC_3.0
291,3150,-5.129049093,-6.142158334,-5.381004311,-5.682817516,-6.344631954,421,DivAnc,SC_3.0
292,3171,-5.25398783,-6.443188329,NA,NA,NA,33,DivAnc,SC_3.0
293,3190,NA,-6.443188329,NA,NA,NA,119,DivAnc,SC_3.0
294,3191,-5.731109084,NA,-5.858125566,-5.983847512,-6.344631954,983,DivAnc,SC_3.0
295,3194,-3.177226058,-3.119317723,-3.163520367,-3.14562829,-3.022205901,639,DivAnc,SC_3.0
296,3213,-3.427913027,-3.308373959,-3.428373286,-3.276561281,-3.165367489,520,DivAnc,SC_3.0
297,3231,-2.467946619,-2.451563595,-2.489931687,-2.492205719,-2.406863387,423,DivAnc,SC_3.0
298,3234,-5.731109084,-6.142158334,NA,NA,NA,997,DivAnc,SC_3.0
299,3241,NA,NA,NA,-6.159938771,NA,107,DivAnc,SC_3.0
300,3245,NA,-6.443188329,NA,-6.460968767,NA,280,DivAnc,SC_3.0
301,3248,-5.731109084,NA,NA,NA,NA,845,DivAnc,SC_3.0
302,3291,-3.118325228,-2.937902655,-3.045212209,-2.963624386,-2.966597631,520,DivAnc,SC_3.0
303,3293,-5.430079089,-5.966067075,-6.159155561,NA,NA,551,DivAnc,SC_3.0
304,3294,-4.151325488,-4.911709412,-4.568090954,-4.807756253,-5.114183032,311,DivAnc,SC_3.0
305,3312,NA,-6.443188329,NA,NA,-6.344631954,953,DivAnc,SC_3.0
306,3321,-5.731109084,-6.443188329,NA,-5.983847512,NA,245,DivAnc,SC_3.0
307,3358,-3.508392613,-4.200150281,-3.894337738,-4.243484823,-4.376149005,912,DivAnc,SC_3.0
308,3385,NA,-6.443188329,NA,NA,NA,898,DivAnc,SC_3.0
309,3396,NA,NA,NA,-6.460968767,NA,333,DivAnc,SC_3.0
310,3408,-3.326275368,-3.262202749,-3.441485058,-3.320775088,-3.36010464,688,DivAnc,SC_3.0
311,3424,-2.920204804,-2.985306433,-2.972199226,-3.013655658,-2.9143956,520,DivAnc,SC_3.0
312,3429,-5.731109084,NA,NA,NA,NA,520,DivAnc,SC_3.0
313,3451,-4.651927838,-6.443188329,-6.159155561,-6.460968767,NA,481,DivAnc,SC_3.0
314,3455,NA,NA,NA,-6.460968767,-6.344631954,468,DivAnc,SC_3.0
315,3462,-5.430079089,NA,NA,-6.460968767,NA,215,DivAnc,SC_3.0
316,3466,NA,NA,NA,-6.460968767,NA,421,DivAnc,SC_3.0
317,3472,-5.731109084,-6.142158334,NA,-6.460968767,NA,574,DivAnc,SC_3.0
318,3510,-2.858370257,-2.900114094,-3.050928905,-3.063028758,-3.127674746,628,DivAnc,SC_3.0
319,3545,-5.731109084,NA,-6.159155561,NA,NA,83,DivAnc,SC_3.0
320,3565,NA,NA,NA,-6.159938771,-6.344631954,113,DivAnc,SC_3.0
321,3575,NA,-5.966067075,-6.159155561,NA,-6.344631954,185,DivAnc,SC_3.0
322,3596,-3.149045721,-3.248119333,-3.133849696,-3.116380024,-3.269815513,817,DivAnc,SC_3.0
323,3597,-5.731109084,-6.443188329,NA,NA,NA,473,DivAnc,SC_3.0
324,3598,NA,-6.443188329,-6.159155561,-6.460968767,NA,835,DivAnc,SC_3.0
325,3617,-5.731109084,-6.443188329,NA,-6.159938771,NA,4,DivAnc,SC_3.0
326,3618,NA,NA,-6.159155561,NA,NA,994,DivAnc,SC_3.0
327,3639,NA,-6.443188329,-6.159155561,NA,NA,896,DivAnc,SC_3.0
328,3668,-3.591229998,-3.591929981,-3.849525394,-3.86990416,-3.964420712,916,DivAnc,SC_3.0
329,3713,-5.03213908,-6.142158334,-6.159155561,-5.858908775,-5.867510699,356,DivAnc,SC_3.0
330,3728,-5.731109084,NA,NA,-6.159938771,NA,132,DivAnc,SC_3.0
331,3747,NA,-6.443188329,NA,-6.460968767,NA,520,DivAnc,SC_3.0
332,3756,-2.931079725,-2.792201235,-2.839841257,-2.851267664,-2.838126921,227,DivAnc,SC_3.0
333,3765,NA,-6.142158334,NA,-6.159938771,NA,274,DivAnc,SC_3.0
334,3799,NA,-6.443188329,NA,-6.159938771,-6.344631954,111,DivAnc,SC_3.0
335,3804,NA,NA,-6.159155561,NA,NA,1012,DivAnc,SC_3.0
336,3827,-5.731109084,NA,-6.159155561,NA,-6.344631954,71,DivAnc,SC_3.0
337,3830,-3.817295232,-4.356828499,-4.535906271,-5.381787521,-5.742571962,906,DivAnc,SC_3.0
338,3833,-3.662923223,-3.473306686,-3.588612621,-3.480056829,-3.493985719,34,DivAnc,SC_3.0
339,3842,-5.25398783,NA,NA,NA,NA,274,DivAnc,SC_3.0
340,3871,-5.430079089,-6.443188329,-6.159155561,-6.460968767,NA,975,DivAnc,SC_3.0
341,3874,-5.731109084,NA,NA,NA,NA,521,DivAnc,SC_3.0
342,3895,-2.773980887,-2.593830348,-2.658096299,-2.617051129,-2.498109285,547,DivAnc,SC_3.0
343,3900,NA,-5.966067075,NA,NA,NA,983,DivAnc,SC_3.0
344,3934,NA,-5.966067075,-6.159155561,NA,NA,660,DivAnc,SC_3.0
345,3950,-5.731109084,-6.443188329,NA,NA,NA,947,DivAnc,SC_3.0
346,3972,-4.952957834,-5.841128338,NA,-5.983847512,-6.043601958,565,DivAnc,SC_3.0
347,3987,-5.731109084,NA,-6.159155561,-6.159938771,NA,647,DivAnc,SC_3.0
348,4008,NA,-6.443188329,-6.159155561,NA,NA,896,DivAnc,SC_3.0
349,4009,NA,NA,NA,-6.460968767,NA,971,DivAnc,SC_3.0
350,4026,-2.947920393,-3.002121923,-2.971634841,-3.012571663,-3.09862605,48,DivAnc,SC_3.0
351,4031,NA,-5.966067075,NA,NA,NA,75,DivAnc,SC_3.0
352,4036,-3.129049093,-3.118905874,-3.300017264,-3.189359465,-3.039710792,8,DivAnc,SC_3.0
353,4058,-4.828019097,-5.364007083,-5.159155561,-5.419576082,-5.344631954,950,DivAnc,SC_3.0
354,4070,-3.312807793,-3.388958419,-3.453291849,-3.565546221,-3.560014661,449,DivAnc,SC_3.0
355,4088,NA,NA,NA,-6.460968767,NA,313,DivAnc,SC_3.0
356,4099,NA,NA,NA,-6.460968767,NA,91,DivAnc,SC_3.0
357,4103,-3.14791031,-3.162154962,-3.271538261,-3.317641637,-3.151507355,954,DivAnc,SC_3.0
358,4105,-3.757981231,-3.792880806,-3.764703881,-3.800103289,-3.891313614,956,DivAnc,SC_3.0
359,4128,NA,-6.142158334,NA,NA,NA,708,DivAnc,SC_3.0
360,4141,-5.731109084,-6.443188329,-5.858125566,-6.159938771,-6.344631954,631,DivAnc,SC_3.0
361,4148,-3.070243606,-3.118700096,-3.181889349,-3.229754119,-3.209181254,159,DivAnc,SC_3.0
362,4159,-3.367497105,-3.260488426,-3.274360197,-3.299900381,-3.388944204,512,DivAnc,SC_3.0
363,4169,-5.129049093,-5.744218325,-5.858125566,-5.682817516,-6.344631954,381,DivAnc,SC_3.0
364,4192,-3.960257073,-4.665037079,-4.352975587,-4.654788793,-4.882233956,529,DivAnc,SC_3.0
365,4234,NA,NA,NA,-5.983847512,NA,234,DivAnc,SC_3.0
366,4235,-3.873776588,-4.695000302,-4.366763872,-4.736692897,-4.964420712,133,DivAnc,SC_3.0
367,4244,NA,-6.443188329,NA,NA,NA,804,DivAnc,SC_3.0
368,4298,-5.731109084,-6.443188329,NA,-6.460968767,NA,951,DivAnc,SC_3.0
369,4301,NA,NA,-6.159155561,NA,NA,660,DivAnc,SC_3.0
370,4353,NA,-6.443188329,NA,NA,NA,544,DivAnc,SC_3.0
371,4361,-3.975234229,-4.819939039,-4.451585385,-4.81751609,-4.929658606,181,DivAnc,SC_3.0
372,4386,-5.731109084,NA,NA,NA,-6.344631954,432,DivAnc,SC_3.0
373,4389,-3.354532127,-3.967517141,-3.616330134,-3.504800336,-3.723455672,534,DivAnc,SC_3.0
374,4439,NA,-6.443188329,NA,NA,NA,98,DivAnc,SC_3.0
375,4461,-5.430079089,NA,NA,NA,NA,274,DivAnc,SC_3.0
376,4485,-3.285504881,-3.438007817,-3.628955863,-3.617735989,-3.431348052,521,DivAnc,SC_3.0
377,4532,-2.963211468,-3.029050967,-3.085070872,-3.113833984,-3.033726324,1012,DivAnc,SC_3.0
378,4558,-5.03213908,-5.48894582,-5.460185557,-5.682817516,-5.645661949,9,DivAnc,SC_3.0
379,4564,NA,-6.443188329,-6.159155561,NA,NA,224,DivAnc,SC_3.0
380,4579,-3.23695449,-3.193745368,-3.086170817,-3.113638751,-3.263284646,815,DivAnc,SC_3.0
381,4590,-5.430079089,-6.443188329,-5.460185557,NA,NA,830,DivAnc,SC_3.0
382,4618,-3.064591104,-3.027213918,-3.022434994,-3.046998795,-3.117259512,226,DivAnc,SC_3.0
383,4657,-2.770162889,-2.672851888,-2.674998137,-2.625214799,-2.62472089,423,DivAnc,SC_3.0
384,4688,-5.731109084,-6.443188329,-5.858125566,-6.159938771,-6.344631954,362,DivAnc,SC_3.0
385,4706,-4.068351253,-4.752992249,-4.477914324,-4.736692897,-4.882233956,55,DivAnc,SC_3.0
386,4710,-3.776866575,-4.094883466,-4.667793868,NA,NA,813,DivAnc,SC_3.0
387,4717,-2.754759105,-2.590525385,-2.667093957,-2.647121012,-2.59143204,423,DivAnc,SC_3.0
388,4723,-4.584981049,-5.443188329,-5.314057521,-5.284877508,-5.390389444,807,DivAnc,SC_3.0
389,4822,NA,-6.443188329,NA,NA,NA,958,DivAnc,SC_3.0
390,4823,-5.731109084,NA,NA,NA,-6.344631954,356,DivAnc,SC_3.0
391,4829,-5.731109084,NA,NA,-5.761998762,-6.344631954,547,DivAnc,SC_3.0
392,4834,-5.129049093,NA,-5.858125566,-6.460968767,-6.344631954,627,DivAnc,SC_3.0
393,4841,NA,-6.443188329,-5.858125566,NA,NA,500,DivAnc,SC_3.0
394,4843,-5.25398783,-6.142158334,-5.682034307,-5.858908775,-6.344631954,1000,DivAnc,SC_3.0
395,4856,-3.493062981,-3.290594251,-3.301220297,-3.250382742,-3.28355663,846,DivAnc,SC_3.0
396,4857,-5.731109084,NA,-6.159155561,-6.460968767,NA,19,DivAnc,SC_3.0
397,4863,-3.003567827,-2.922181077,-2.977026347,-2.973406206,-3.031397662,132,DivAnc,SC_3.0
398,4886,-3.38475611,-3.207912453,-3.126134117,-3.065292981,-3.11290757,34,DivAnc,SC_3.0
399,4900,NA,-5.966067075,-5.682034307,-6.159938771,-6.043601958,252,DivAnc,SC_3.0
400,4903,-5.731109084,NA,NA,-6.460968767,NA,52,DivAnc,SC_3.0
401,4928,NA,-5.966067075,NA,NA,NA,792,DivAnc,SC_3.0
402,4933,-4.584981049,-4.911709412,NA,-6.460968767,NA,353,DivAnc,SC_3.0
403,4954,-4.29974532,-4.980790331,-4.654005583,-4.983847512,-5.168540695,650,DivAnc,SC_3.0
404,4960,NA,NA,-6.159155561,NA,NA,214,DivAnc,SC_3.0
405,4968,-3.31780932,-3.46182282,-3.607705563,-3.971010287,-4.094211952,52,DivAnc,SC_3.0
406,4976,NA,NA,NA,NA,-5.867510699,751,DivAnc,SC_3.0
407,4998,NA,NA,-5.858125566,NA,NA,779,DivAnc,SC_3.0
408,5015,-3.078862743,-2.966211864,-2.947234477,-2.992178505,-3.01911629,350,DivAnc,SC_3.0
409,5026,-5.731109084,NA,NA,-6.460968767,NA,85,DivAnc,SC_3.0
410,5036,-3.445551775,-3.808711059,-3.808907543,-4.026399863,-4.039280584,423,DivAnc,SC_3.0
411,5050,-4.952957834,-6.142158334,-5.858125566,-6.460968767,-6.043601958,949,DivAnc,SC_3.0
412,5057,-4.475836579,-5.120969035,-4.71199753,-4.955818788,-5.566480703,381,DivAnc,SC_3.0
413,5061,NA,-6.443188329,-6.159155561,NA,NA,993,DivAnc,SC_3.0
414,5097,-4.952957834,-5.48894582,-5.159155561,-5.506726257,-5.566480703,764,DivAnc,SC_3.0
415,5102,NA,-6.443188329,-6.159155561,NA,NA,71,DivAnc,SC_3.0
416,5112,NA,NA,NA,-6.159938771,-6.344631954,976,DivAnc,SC_3.0
417,5116,-2.96544053,-2.921919454,-2.931011954,-2.917645866,-2.917308167,886,DivAnc,SC_3.0
418,5133,-4.068351253,-4.830404473,-4.568090954,-4.761998762,-4.897473922,421,DivAnc,SC_3.0
419,5134,-5.731109084,NA,NA,NA,NA,855,DivAnc,SC_3.0
420,5171,-2.86423127,-2.843196152,-2.873598252,-2.865252147,-2.803427263,1007,DivAnc,SC_3.0
421,5172,-5.430079089,NA,-6.159155561,-6.460968767,-6.344631954,486,DivAnc,SC_3.0
422,5192,NA,NA,NA,NA,-6.344631954,755,DivAnc,SC_3.0
423,5211,-3.990746395,-4.210192219,-4.320306471,-4.753398591,-6.043601958,1014,DivAnc,SC_3.0
424,5228,-4.952957834,-6.443188329,NA,-6.159938771,-6.043601958,628,DivAnc,SC_3.0
425,5237,-5.25398783,-6.443188329,NA,-6.460968767,NA,648,DivAnc,SC_3.0
426,5265,-2.886011044,-2.823260619,-2.844445868,-2.827197421,-2.82480396,423,DivAnc,SC_3.0
427,5266,-5.03213908,-6.443188329,NA,-6.159938771,-6.344631954,981,DivAnc,SC_3.0
428,5271,-5.731109084,NA,-6.159155561,NA,NA,576,DivAnc,SC_3.0
429,5296,-5.430079089,-6.443188329,NA,NA,-6.344631954,577,DivAnc,SC_3.0
430,5298,-3.293358522,-3.201641849,-3.452437779,-3.297509215,-3.348558299,968,DivAnc,SC_3.0
431,5304,-5.731109084,NA,NA,NA,NA,786,DivAnc,SC_3.0
432,5307,-3.796610633,-3.859989555,-4.06925045,-3.957178084,-3.698228228,437,DivAnc,SC_3.0
433,5388,NA,-5.966067075,-5.460185557,-5.983847512,-6.344631954,441,DivAnc,SC_3.0
434,5395,NA,-6.443188329,NA,NA,NA,565,DivAnc,SC_3.0
435,5403,-3.018459383,-2.961459132,-3.166160463,-3.243484823,-3.232362185,657,DivAnc,SC_3.0
436,5409,-4.526989102,-5.364007083,-4.836936267,-5.045995419,-5.303239269,813,DivAnc,SC_3.0
437,5426,-5.731109084,NA,-6.159155561,NA,NA,639,DivAnc,SC_3.0
438,5438,-5.731109084,NA,NA,NA,NA,534,DivAnc,SC_3.0
439,5461,-5.430079089,-5.966067075,-5.682034307,-6.460968767,NA,461,DivAnc,SC_3.0
440,5482,-5.430079089,NA,NA,NA,-6.344631954,1002,DivAnc,SC_3.0
441,5492,-3.23695449,-3.218137633,-3.170150946,-3.087505045,-3.166230612,371,DivAnc,SC_3.0
442,5494,-5.731109084,-6.443188329,NA,NA,-6.344631954,768,DivAnc,SC_3.0
443,5503,-3.648323714,-3.506172222,-3.499239361,-3.537206806,-3.654435874,381,DivAnc,SC_3.0
444,5504,NA,-6.443188329,NA,NA,NA,513,DivAnc,SC_3.0
445,5537,-3.276264224,-3.1341973,-3.212703296,-3.232311809,-3.422945478,32,DivAnc,SC_3.0
446,5541,NA,-6.443188329,NA,-6.460968767,NA,997,DivAnc,SC_3.0
447,5556,-5.731109084,NA,-6.159155561,NA,NA,608,DivAnc,SC_3.0
448,5571,-5.731109084,NA,NA,NA,NA,186,DivAnc,SC_3.0
449,5583,-5.25398783,-5.966067075,-6.159155561,-5.983847512,-6.344631954,625,DivAnc,SC_3.0
450,5589,-5.731109084,-6.443188329,NA,NA,NA,418,DivAnc,SC_3.0
451,5600,-3.731109084,-4.033255206,-4.26152847,-4.308680422,-4.826118014,906,DivAnc,SC_3.0
452,5604,-5.731109084,-6.443188329,NA,NA,NA,129,DivAnc,SC_3.0
453,5606,NA,-6.443188329,NA,-6.460968767,-6.344631954,111,DivAnc,SC_3.0
454,5634,-5.25398783,NA,-5.858125566,-6.159938771,NA,825,DivAnc,SC_3.0
455,5666,-5.731109084,NA,-6.159155561,NA,NA,186,DivAnc,SC_3.0
456,5674,-3.438853013,-3.438007817,-3.515702885,-3.484160429,-3.638768242,310,DivAnc,SC_3.0
457,5683,-5.430079089,NA,NA,NA,NA,75,DivAnc,SC_3.0
458,5695,-3.16290736,-3.073601439,-3.050252434,-2.988358569,-2.964058951,50,DivAnc,SC_3.0
459,5715,-3.438853013,-3.352225253,-3.487982719,-3.430773981,-3.448657221,180,DivAnc,SC_3.0
460,5729,NA,-6.443188329,-5.858125566,NA,NA,433,DivAnc,SC_3.0
461,5741,-4.03213908,-4.761947092,-4.395727568,-4.720606077,-4.929658606,657,DivAnc,SC_3.0
462,5753,-3.198354705,-3.232602304,-3.150981377,-3.332892754,-3.180576662,618,DivAnc,SC_3.0
463,5762,NA,-6.443188329,NA,NA,NA,639,DivAnc,SC_3.0
464,5777,-4.500660163,-5.212739408,-5.045212209,-5.284877508,-5.390389444,153,DivAnc,SC_3.0
465,5816,-3.753385479,-3.72468664,-3.634110754,-3.638800687,-3.445358766,261,DivAnc,SC_3.0
466,5822,-5.731109084,-6.443188329,-5.682034307,-6.159938771,-6.344631954,205,DivAnc,SC_3.0
467,5844,-3.74433735,-4.015053535,-4.568090954,-5.983847512,-6.344631954,353,DivAnc,SC_3.0
468,5846,NA,-6.142158334,-6.159155561,-6.460968767,NA,830,DivAnc,SC_3.0
469,5869,-3.312807793,-3.336317785,-3.366763872,-3.451517871,-3.472475681,715,DivAnc,SC_3.0
470,5886,-5.430079089,NA,-6.159155561,NA,NA,111,DivAnc,SC_3.0
471,5890,-5.129049093,-6.443188329,-5.55709557,-6.159938771,NA,612,DivAnc,SC_3.0
472,5920,-3.082749073,-2.986366981,-3.056378946,-2.992030961,-3.005578218,375,DivAnc,SC_3.0
473,5930,-3.020991719,-3.111761033,-3.25715267,-3.303511999,-3.357412724,971,DivAnc,SC_3.0
474,5933,-4.430079089,-4.966067075,-4.696757563,-4.998570769,-5.344631954,313,DivAnc,SC_3.0
475,5941,NA,NA,-6.159155561,-6.460968767,NA,479,DivAnc,SC_3.0
476,5949,-5.430079089,NA,NA,NA,NA,474,DivAnc,SC_3.0
477,5952,-5.731109084,NA,NA,-6.159938771,NA,976,DivAnc,SC_3.0
478,5953,-5.430079089,-5.966067075,NA,NA,NA,127,DivAnc,SC_3.0
479,5982,-3.195814964,-3.15026803,-3.324734858,-3.198992575,-3.240144843,775,DivAnc,SC_3.0
480,6007,NA,-6.443188329,-6.159155561,-6.460968767,NA,605,DivAnc,SC_3.0
481,6059,-5.430079089,-4.297060294,-4.159155561,-4.144998421,-4.109103507,188,DivAnc,SC_3.0
482,6163,-5.731109084,-6.142158334,-6.159155561,-6.460968767,NA,710,DivAnc,SC_3.0
483,6203,-5.731109084,NA,NA,NA,NA,389,DivAnc,SC_3.0
484,6252,NA,NA,NA,-6.460968767,NA,364,DivAnc,SC_3.0
485,6269,-3.998715325,-4.657858494,-4.240077469,-4.60363627,-4.672534096,898,DivAnc,SC_3.0
486,6296,-3.990746395,-3.863404733,-4.117762876,-4.203290192,-4.327598615,461,DivAnc,SC_3.0
487,6308,-5.731109084,NA,NA,NA,NA,715,DivAnc,SC_3.0
488,6311,-3.879850736,-4.562374737,-4.256065574,-4.641424831,-4.672534096,449,DivAnc,SC_3.0
489,6335,NA,NA,NA,-6.460968767,NA,52,DivAnc,SC_3.0
490,6358,-4.129049093,-4.938038351,-4.640641621,-4.827500311,-5.022412659,780,DivAnc,SC_3.0
491,6387,-4.006833215,-4.735618153,-4.395727568,-4.563341675,-4.897473922,111,DivAnc,SC_3.0
492,6395,NA,NA,-6.159155561,-6.159938771,-6.344631954,685,DivAnc,SC_3.0
493,6426,-2.913543715,-2.816950644,-2.887081774,-2.882444161,-2.984986161,802,DivAnc,SC_3.0
494,6428,-3.617165732,-3.537932281,-3.676281978,-3.625912665,-3.548751936,4,DivAnc,SC_3.0
495,6438,-4.059011226,-4.938038351,-4.654005583,-4.81751609,-5.022412659,687,DivAnc,SC_3.0
496,6444,-3.116211868,-3.087928424,-3.10225071,-2.986169948,-3.085277027,509,DivAnc,SC_3.0
497,6449,-4.283951053,-5.120969035,-4.71199753,-4.92948985,-5.344631954,169,DivAnc,SC_3.0
498,6450,NA,NA,NA,-6.460968767,NA,578,DivAnc,SC_3.0
499,6460,NA,-6.443188329,-6.159155561,NA,NA,745,DivAnc,SC_3.0
500,6484,-5.731109084,-6.142158334,NA,-6.460968767,NA,476,DivAnc,SC_3.0
501,6502,-3.493062981,-3.460917096,-3.460185557,-3.56998917,-3.618720322,72,DivAnc,SC_3.0
502,6504,-3.279322649,-3.27116952,-3.308509326,-3.522949669,-3.615467164,165,DivAnc,SC_3.0
503,6519,NA,-6.443188329,-5.858125566,NA,-6.344631954,1010,DivAnc,SC_3.0
504,6532,-5.731109084,NA,-6.159155561,-6.460968767,NA,964,DivAnc,SC_3.0
505,6579,-3.623899115,-3.977805478,-4.615087517,-4.761998762,-5.441541967,401,DivAnc,SC_3.0
506,6581,NA,-6.443188329,-5.858125566,-6.159938771,NA,618,DivAnc,SC_3.0
507,6582,-2.409510654,-2.40405193,-2.425476906,-2.412332778,-2.440132798,423,DivAnc,SC_3.0
508,6590,-3.238348695,-3.097031027,-3.097326254,-3.035923892,-2.912785908,777,DivAnc,SC_3.0
509,6601,-5.731109084,NA,NA,-6.460968767,-6.344631954,185,DivAnc,SC_3.0
510,6622,-3.338412131,-3.126798578,-3.202506982,-3.211525805,-3.170863131,935,DivAnc,SC_3.0
511,6697,-5.731109084,NA,NA,NA,NA,223,DivAnc,SC_3.0
512,6720,-5.731109084,NA,NA,-5.284877508,NA,551,DivAnc,SC_3.0
513,6747,NA,-6.142158334,NA,NA,NA,449,DivAnc,SC_3.0
514,6784,-5.731109084,-6.142158334,NA,-6.460968767,NA,623,DivAnc,SC_3.0
515,6786,NA,-6.443188329,NA,-6.460968767,NA,764,DivAnc,SC_3.0
516,6794,-3.062723168,-3.07713912,-3.057065036,-3.037722893,-3.044253889,892,DivAnc,SC_3.0
517,6805,NA,NA,-6.159155561,NA,NA,639,DivAnc,SC_3.0
518,6812,NA,-6.142158334,NA,NA,-6.344631954,313,DivAnc,SC_3.0
519,6858,NA,NA,-6.159155561,NA,NA,482,DivAnc,SC_3.0
520,6874,-5.731109084,-6.142158334,-5.858125566,-5.858908775,-5.645661949,983,DivAnc,SC_3.0
521,6890,-2.737672854,-2.644952153,-2.626146539,-2.595450248,-2.491298849,807,DivAnc,SC_3.0
522,6910,-5.731109084,-5.966067075,-5.858125566,-6.460968767,NA,913,DivAnc,SC_3.0
523,6917,NA,NA,-5.460185557,-6.460968767,NA,50,DivAnc,SC_3.0
524,6940,-5.731109084,NA,NA,NA,NA,109,DivAnc,SC_3.0
525,7009,NA,NA,NA,-6.460968767,-6.344631954,819,DivAnc,SC_3.0
526,7061,-4.828019097,-5.401795644,-5.55709557,-5.506726257,-5.441541967,975,DivAnc,SC_3.0
527,7082,-5.129049093,-6.443188329,-6.159155561,-5.615870727,-5.566480703,362,DivAnc,SC_3.0
528,7107,NA,NA,NA,-6.460968767,NA,659,DivAnc,SC_3.0
529,7143,NA,-6.443188329,NA,-6.460968767,NA,308,DivAnc,SC_3.0
530,7178,NA,NA,NA,NA,-6.344631954,886,DivAnc,SC_3.0
531,7205,NA,NA,-6.159155561,NA,NA,185,DivAnc,SC_3.0
532,7220,-5.430079089,-5.966067075,-5.858125566,NA,NA,109,DivAnc,SC_3.0
533,7237,NA,NA,-6.159155561,NA,NA,239,DivAnc,SC_3.0
534,7244,-4.369381248,-4.874986605,NA,NA,NA,868,DivAnc,SC_3.0
535,7257,-4.29974532,-4.980790331,-4.797427725,-4.88118517,-5.168540695,426,DivAnc,SC_3.0
536,7291,-3.080801561,-3.031736987,-3.151407783,-3.19662326,-3.092993733,34,DivAnc,SC_3.0
537,7297,-5.731109084,NA,NA,NA,NA,536,DivAnc,SC_3.0
538,7311,-4.059011226,-4.752992249,-4.515702885,-4.682817516,-4.839481975,71,DivAnc,SC_3.0
539,7326,NA,-6.443188329,NA,-6.460968767,-6.344631954,479,DivAnc,SC_3.0
540,7329,-2.972197192,-2.917495805,-2.888942706,-2.807563276,-2.823755572,48,DivAnc,SC_3.0
541,7347,-3.16644302,-2.943638703,-2.938002239,-2.845966152,-2.937581139,853,DivAnc,SC_3.0
542,7364,-4.174806584,-4.735618153,-5.013027526,NA,NA,352,DivAnc,SC_3.0
543,7376,-5.731109084,NA,NA,NA,NA,947,DivAnc,SC_3.0
544,7388,NA,NA,-6.159155561,NA,NA,677,DivAnc,SC_3.0
545,7397,-4.952957834,-5.966067075,-5.314057521,-6.460968767,-6.043601958,191,DivAnc,SC_3.0
546,7435,NA,-6.443188329,NA,-6.159938771,NA,426,DivAnc,SC_3.0
547,7436,-5.731109084,NA,NA,NA,NA,628,DivAnc,SC_3.0
548,7466,-4.316135736,-4.938038351,-4.682034307,-5.063028758,-5.168540695,261,DivAnc,SC_3.0
549,7481,-3.584981049,-3.504168553,-3.453291849,-3.298105773,-3.494598696,48,DivAnc,SC_3.0
550,7503,-3.160566145,-3.128058012,-3.116186488,-3.128530307,-3.188385763,97,DivAnc,SC_3.0
551,7518,-5.430079089,NA,NA,NA,-6.344631954,159,DivAnc,SC_3.0
552,7523,NA,-6.443188329,NA,NA,NA,391,DivAnc,SC_3.0
553,7533,-3.483135818,-3.268837732,-3.289337353,-3.221419046,-3.231357261,439,DivAnc,SC_3.0
554,7537,-3.306227448,-3.14150738,-3.151407783,-3.116380024,-2.994771872,732,DivAnc,SC_3.0
555,7552,-5.731109084,NA,NA,-6.460968767,NA,815,DivAnc,SC_3.0
556,7570,NA,-6.443188329,NA,NA,NA,267,DivAnc,SC_3.0
557,7573,NA,-6.443188329,-6.159155561,-6.460968767,NA,61,DivAnc,SC_3.0
558,7578,-5.430079089,-6.443188329,NA,NA,NA,233,DivAnc,SC_3.0
559,7611,NA,-6.443188329,NA,-6.460968767,-5.742571962,807,DivAnc,SC_3.0
560,7616,-5.731109084,-6.443188329,-5.858125566,NA,-6.344631954,159,DivAnc,SC_3.0
561,7620,-3.131226012,-2.892837657,-2.752274891,-2.663147455,-2.583682002,924,DivAnc,SC_3.0
562,7630,-2.998715325,-3.05704622,-2.991542889,-2.966535868,-2.930494592,520,DivAnc,SC_3.0
563,7643,NA,NA,-6.159155561,-6.460968767,NA,1012,DivAnc,SC_3.0
564,7649,-5.129049093,NA,-6.159155561,-6.159938771,NA,95,DivAnc,SC_3.0
565,7713,-5.731109084,NA,NA,NA,NA,152,DivAnc,SC_3.0
566,7721,NA,-6.142158334,-6.159155561,NA,NA,271,DivAnc,SC_3.0
567,7754,-5.731109084,NA,NA,-6.460968767,NA,226,DivAnc,SC_3.0
568,7769,NA,-6.142158334,NA,NA,NA,491,DivAnc,SC_3.0
569,7773,-3.394649351,-3.481292856,-3.701273665,-3.591737047,-3.617904745,310,DivAnc,SC_3.0
570,7787,NA,-6.443188329,-6.159155561,NA,NA,717,DivAnc,SC_3.0
571,7823,-5.430079089,-6.142158334,NA,NA,-6.344631954,648,DivAnc,SC_3.0
572,7851,NA,NA,NA,-6.460968767,NA,289,DivAnc,SC_3.0
573,7890,-3.822624066,-3.590098799,-3.622597119,-3.507209075,-3.560014661,125,DivAnc,SC_3.0
574,7966,-4.952957834,-5.401795644,-5.079974315,-5.682817516,-5.867510699,228,DivAnc,SC_3.0
575,7993,-5.430079089,-5.966067075,-5.858125566,-6.460968767,-6.043601958,86,DivAnc,SC_3.0
576,8069,-4.452355483,-5.443188329,-5.117762876,-5.118546086,-5.742571962,917,DivAnc,SC_3.0
